[2024-11-05 15:52:05] ,1,42.398,399.579,15.662,31.655,419.748,12.918,

[2024-11-05 15:52:15] ,1,11.883,438.202,11.706,7.862,462.259,-32.005,

[2024-11-05 15:52:32] ,3,67.246,460.018,-6.888,34.358,499.497,68.057,

[2024-11-05 15:52:48] ,3,63.555,399.777,-4.667,78.978,513.47,-85.721,

[2024-11-05 15:53:06] ,1,3.842,420.934,35.538,-2.486,504.77,17.14,

[2024-11-05 15:53:20] ,2,-7.89,433.325,8.707,33.896,454.943,22.27,

[2024-11-05 15:53:35] ,3,70.871,448.418,-49.316,73.705,464.632,-37.708,

[2024-11-05 15:53:49] ,4,60.689,398.058,81.18,75.682,495.938,86.392,

[2024-11-05 15:54:03] ,4,-6.638,453.361,54.048,88.403,490.6,-52.306,

[2024-11-05 15:54:12] ,1,34.621,405.841,56.023,50.044,421.659,5.102,

[2024-11-05 15:54:21] ,1,77.923,426.668,-62.289,82.471,466.411,65.26,

[2024-11-05 15:54:34] ,3,-11.054,499.102,-23.299,-2.947,517.227,37.942,

[2024-11-05 15:54:48] ,4,84.778,481.043,60.446,23.548,518.809,33.977,

[2024-11-05 15:55:02] ,1,33.633,453.427,-11.605,17.155,464.697,39.359,

[2024-11-05 15:55:11] ,1,77.33,484.141,-38.501,41.476,488.095,-26.565,

[2024-11-05 15:55:23] ,2,6.083,475.968,92.027,59.798,490.468,92.045,

[2024-11-05 15:55:36] ,3,-2.947,436.225,77.719,10.433,450.132,-60.018,

[2024-11-05 15:55:50] ,4,2.326,397.141,1.548,40.355,402.413,-1.032,

[2024-11-05 15:56:02] ,4,23.548,496.993,8.631,3.644,499.695,48.621,

[2024-11-05 15:56:13] ,1,11.883,452.109,59.123,58.283,482.691,79.786,

[2024-11-05 15:56:22] ,3,17.221,438.663,16.991,17.748,477.879,-59.88,

[2024-11-05 15:56:35] ,3,-6.901,484.997,72.168,34.885,493.236,-39.611,

[2024-11-05 15:56:48] ,4,54.394,418.429,70.105,36.994,515.777,14.534,

[2024-11-05 15:57:02] ,4,7.796,454.152,5.56,74.133,519.478,63.199,

[2024-11-05 15:57:13] ,4,86.233,416.178,90,1.733,457.843,-8.022,

[2024-11-05 15:57:22] ,4,0.678,487.436,-16.65,-1.761,504.243,38.1,

[2024-11-05 15:57:41] ,1,9.576,490.006,85.406,28.887,498.706,12.918,

[2024-11-05 15:57:50] ,4,-8.483,433.852,-28.405,-2.617,445.254,-2.027,

[2024-11-05 15:58:05] ,3,21.439,422.977,9.964,68.498,475.375,-70.475,

[2024-11-05 15:58:14] ,4,-3.211,429.041,75.466,23.351,435.632,8.202,

[2024-11-05 15:58:28] ,4,45.694,488.425,69.146,2.062,510.043,84.852,

[2024-11-05 15:58:39] ,4,-10.065,449.143,48.493,39.498,515.381,69.624,

[2024-11-05 15:58:49] ,4,72.848,466.279,45.365,-4.067,467.07,-34.114,

[2024-11-05 15:58:58] ,4,5.489,493.697,-4.953,-12.965,500.156,18.273,

[2024-11-05 15:59:09] ,4,9.51,431.282,-7.189,42.333,511.822,-15.662,

[2024-11-05 16:04:36] ,1,19.067,409.202,9.211,28.36,438.729,29.055,

[2024-11-05 16:04:42] ,1,19.067,409.136,9.293,28.36,438.663,29.302,

[2024-11-05 16:04:52] ,1,43.585,443.738,-64.341,-1.431,470.497,-6.563,

[2024-11-05 16:05:09] ,2,76.473,442.486,-77.583,51.494,473.793,54.758,

[2024-11-05 16:05:25] ,2,49.846,425.877,-47.521,4.369,482.559,65.014,

[2024-11-05 16:05:42] ,4,65.598,480.186,-29.65,75.287,494.488,-48.778,

[2024-11-05 16:05:58] ,3,39.169,497.718,20.244,3.512,512.086,-20.376,

[2024-11-05 16:06:09] ,4,3.973,407.818,-80.2,32.183,410.52,43.55,

