[2025-01-07 10:59:30] ,1,-12.178,415.848,77.082,58.848,461.138,58.158,

[2025-01-07 10:59:37] ,4,54.578,401.549,27.269,54.683,434.193,68.484,

[2025-01-07 10:59:50] ,1,38.821,461.188,-77.417,33.196,502.541,-18.113,

[2025-01-07 10:59:58] ,2,32.901,442.021,-114.74,60.219,479.539,21.516,

[2025-01-07 11:00:11] ,4,73.467,480.857,7.253,80.92,495.333,-18.104,

[2025-01-07 11:00:26] ,1,-5.774,450.262,-72.525,38.438,457.547,-59.816,

[2025-01-07 11:03:02] ,1,-5.71,450.259,-72.676,71.724,451.917,80.287,

[2025-01-07 11:03:08] ,1,-5.71,450.259,-72.676,71.724,451.917,80.287,

[2025-01-07 11:03:16] ,1,38.511,457.559,-59.207,58.283,502.083,-79.695,

[2025-01-07 11:03:28] ,2,30.789,426.042,-39.611,11.149,445.623,140.711,

[2025-01-07 11:03:41] ,2,1.736,460.878,-125.362,8.317,481.275,143.936,

[2025-01-07 11:03:56] ,4,-6.679,458.843,-18.122,20.738,498.266,75.101,

[2025-01-07 11:04:08] ,2,63.288,451.298,69.8,47.235,464.116,-163.78,

[2025-01-07 11:04:17] ,2,25.808,478.705,116.792,63.312,500.77,-108.759,

[2025-01-07 11:04:31] ,1,59.164,476.046,5.56,84.797,489.317,56.31,

[2025-01-07 11:04:42] ,2,-3.925,493.806,97.696,19.488,503.342,-122.981,

[2025-01-07 11:04:55] ,1,60.812,446.255,27.242,19.948,460.952,-27.897,

[2025-01-07 11:05:07] ,2,2.021,443.025,163.496,28.583,518.689,156.194,

[2025-01-07 11:05:28] ,1,13.215,414.108,74.612,29.576,454.76,57.414,

[2025-01-07 11:05:37] ,1,68.853,456.405,26.338,43.017,465.302,10.125,

[2025-01-07 11:05:49] ,1,15.928,470.773,9.545,-0.523,501.385,-69.974,

[2025-01-07 11:06:02] ,4,-10.969,512.032,-57.567,61.142,518.096,-2.579,

[2025-01-07 11:06:15] ,2,77.487,401.503,-4.764,-5.262,424.787,-126.769,

[2025-01-07 11:06:24] ,2,16.944,443.014,149.381,2.021,447.112,166.701,

[2025-01-07 11:06:36] ,2,53.628,470.971,-3.514,68.127,486.372,131.424,

[2025-01-07 11:06:48] ,2,18.217,496.266,80.789,46.748,505.746,-114.274,

[2025-01-07 11:07:00] ,4,71.489,421.803,39.936,3.339,490.743,-39.289,

[2025-01-07 11:07:14] ,1,66.612,468.796,0,14.264,489.854,77.692,

[2025-01-07 11:07:22] ,1,21.596,508.802,22.463,65.887,514.273,20.376,

[2025-01-07 11:07:34] ,2,27.436,402.133,127.694,-10.238,414.816,-169.695,

[2025-01-07 11:07:47] ,2,38.93,458.448,158.385,9.748,458.603,-92.01,

[2025-01-07 11:07:59] ,2,1.333,466.972,97.063,78.146,485.932,-29.554,

[2025-01-07 11:08:12] ,1,6.003,450.782,-41.8,32.158,453.288,58.523,

[2025-01-07 11:08:22] ,1,19.355,510.977,7.696,30.23,519.677,0,

[2025-01-07 11:08:36] ,1,74.398,433.021,-46.801,9.772,499.682,77.196,

[2025-01-07 11:08:47] ,2,54.089,443.816,171.87,25.691,474.61,133.221,

[2025-01-07 11:09:01] ,1,79.154,470.301,85.406,63.153,490.226,33.13,

[2025-01-07 11:09:11] ,2,42.885,458.184,158.385,52.178,489.755,20.376,

[2025-01-07 11:09:25] ,2,8.348,474.464,-180,59.622,487.582,84.391,

[2025-01-07 11:09:38] ,1,61.867,416.925,-4.086,5.74,496.33,-30.877,

[2025-01-07 11:09:51] ,2,7.492,493.577,161.887,56.418,499.389,136.45,

[2025-01-07 13:31:05] ,1,12.328,410.998,-60.698,-10.714,418.628,-72.372,

[2025-01-07 13:31:10] ,1,12.386,411.051,-61.39,-10.714,418.628,-72.372,

[2025-01-07 13:31:18] ,1,52.741,429.275,-52.927,13.621,438.477,24.986,

[2025-01-07 13:31:31] ,1,70.632,447.375,15.03,63.415,480.578,34.535,

[2025-01-07 15:07:29] ,1,70.698,447.441,15.388,63.415,480.578,34.535,

[2025-01-07 15:07:34] ,1,70.632,447.441,14.899,63.349,480.631,35.242,

[2025-01-07 15:07:42] ,1,23.63,490.779,86.961,-2.758,491.959,-39.218,

[2025-01-07 15:07:55] ,2,68.326,411.059,-174.852,35.569,448.891,7.561,

[2025-01-07 15:08:08] ,2,15.368,462.779,38.27,59.248,467.536,76.088,

[2025-01-07 15:08:20] ,4,26.012,465.566,-61.631,46.024,491.925,72.031,

[2025-01-07 15:08:34] ,2,29.281,450.847,-73.009,13.311,454.557,-44.284,

[2025-01-07 15:08:44] ,1,46.383,421.378,81.87,24.527,425.515,59.816,

[2025-01-07 15:08:54] ,1,-0.318,436.124,-53.231,-7.536,496.214,18.113,

[2025-01-07 15:09:07] ,2,65.849,445.425,-120.44,36.03,497.532,172.811,

[2025-01-07 15:09:21] ,2,54.185,496.049,148.158,25.085,506.827,84.391,

[2025-01-07 15:09:33] ,1,16.521,427.866,-16.504,7.372,519.821,79.095,

[2025-01-07 15:09:54] ,1,31.944,421.407,21.038,4.592,439.202,16.015,

[2025-01-07 15:10:04] ,2,37.111,488.805,-42.138,35.098,508.159,-50.064,

[2025-01-07 15:10:18] ,1,19.355,426.548,12.804,53.589,432.851,-77.196,

[2025-01-07 15:10:28] ,1,14.357,457.722,75.719,47.349,470.034,-72.525,

[2025-01-07 15:10:40] ,1,-5.879,494.58,-46.801,19.289,509.659,-25.419,

[2025-01-07 15:10:53] ,2,14.083,408.555,169.095,76.566,445.934,67.537,

[2025-01-07 15:11:07] ,2,-5.918,406.486,-73.202,41.271,463.892,-69.503,

[2025-01-07 15:11:18] ,2,8.125,474.937,-91.014,-5.496,502.182,130.992,

[2025-01-07 15:11:38] ,1,6.569,444.212,9.628,25.451,447.258,36.469,

[2025-01-07 15:11:47] ,1,0.618,459.293,-51.419,11.488,473.149,60.751,

[2025-01-07 15:12:00] ,1,33.789,474.727,0,59.922,492.777,37.786,

[2025-01-07 15:12:12] ,2,-1.51,421.302,-120.44,-9.217,482.091,85.95,

[2025-01-07 15:12:26] ,1,8.249,445.202,37.171,69.056,468.701,81.87,

[2025-01-07 15:12:36] ,4,45.756,453.604,-4.591,32.273,495.752,20.854,

