[2025-03-04 16:03:24] ,1,60.653,454.882,-80.372,51.426,477.884,-16.22,

[2025-03-04 16:05:33] ,1,60.455,455.343,-80.789,51.294,478.346,-16.361,

[2025-03-04 16:06:05] ,1,58.071,456.662,-79.875,49.767,478.214,-17.324,

[2025-03-04 16:06:20] ,1,59.544,456.002,-84.898,51.898,478.28,-17.475,

[2025-03-04 16:06:43] ,2,19.801,462.527,-62.312,54.733,472.216,4.594,

[2025-03-04 16:07:03] ,3,11.097,453.748,66.306,47.219,464.702,5.297,

[2025-03-04 16:07:23] ,3,11.705,453.677,57.674,48.146,465.625,0,

[2025-03-04 16:07:45] ,2,62.712,467.932,-43.919,21.783,470.964,137.827,

[2025-03-04 16:09:15] ,1,56.451,499.568,-41.424,66.535,508.268,48.24,

[2025-03-04 16:09:21] ,1,56.517,499.634,-42.138,66.535,508.268,48.24,

[2025-03-04 16:09:29] ,2,67.589,410.723,-37.381,62.976,446.709,-19.895,

[2025-03-04 16:09:40] ,3,27.733,496.216,73.846,-1.549,497.196,2.654,

[2025-03-04 16:09:52] ,1,45.642,407.296,-12.918,20.926,423.443,54.345,

[2025-03-04 16:10:01] ,2,-9.788,412.107,-57.45,11.171,469.052,101.113,

[2025-03-04 16:10:12] ,1,36.744,468.723,-63.435,85.121,496.273,-38.012,

[2025-03-04 16:10:22] ,2,44.389,485.53,-37.073,61.592,493.175,-46.081,

[2025-03-04 16:10:32] ,3,8.446,407.867,86.16,27.319,409.998,21.943,

[2025-03-04 16:10:42] ,3,46.049,427.556,87.709,-11.088,449.543,-51.163,

[2025-03-04 16:10:52] ,4,-6.163,514.134,-26.392,56.978,518.286,-27.42,

[2025-03-04 16:11:05] ,1,36.48,472.084,41.468,22.639,481.048,-35.074,

[2025-03-04 16:11:13] ,1,50.387,504.841,-70.925,-6.492,513.014,-45.36,

[2025-03-04 16:11:23] ,2,24.946,399.914,33.261,4.119,428.848,-4.594,

[2025-03-04 16:11:33] ,4,13.251,449.838,63.265,-3.065,498.646,16.626,

[2025-03-04 16:11:46] ,2,-5.438,406.834,-27.951,55.133,491.461,-30.184,

[2025-03-04 16:11:54] ,1,31.471,483.157,-59.381,67.392,510.971,82.811,

[2025-03-04 16:12:02] ,3,6.828,482.261,45,72.818,485.727,-31.884,

[2025-03-04 16:12:14] ,3,48.294,404.725,-68.99,7.085,501.084,-16.991,

[2025-03-04 16:12:25] ,2,16.51,457.452,-153.435,28.373,478.016,-165.231,

[2025-03-04 16:12:42] ,1,45.839,403.473,-13.416,26.462,406.571,-64.799,

[2025-03-04 16:12:50] ,1,8.601,430.1,88.479,72.401,461.341,-30.44,

