[2024-10-19 00:53:58] ,2,20.694,425.917,132.026,74.937,434.682,109.093,

[2024-10-19 01:01:19] ,1,36.314,430.464,47.936,27.087,480.489,86.359,

[2024-10-19 01:01:20] ,1,36.314,430.464,47.936,27.021,480.555,86.906,

[2024-10-19 01:01:22] ,1,36.314,430.464,47.936,27.021,480.555,86.906,

[2024-10-19 01:01:24] ,1,36.314,430.464,47.936,27.021,480.555,86.906,

[2024-10-19 01:12:15] ,2,61.03,418.139,-36.764,19.112,426.114,-167.758,

[2024-10-19 01:12:34] ,2,-8.767,420.908,6.282,2.833,429.673,52.306,

[2024-10-19 01:12:57] ,1,-4.879,442.196,-25.174,27.087,443.514,5.194,

[2024-10-19 01:13:20] ,2,44.619,439.626,-105.301,77.31,446.282,-94.236,

[2024-10-19 01:13:53] ,1,74.805,470.339,-38.82,68.478,509.951,34.563,

[2024-10-19 01:18:00] ,1,-4.022,420.776,-10.587,8.83,438.637,28.902,

[2024-10-19 01:18:19] ,2,80.012,414.976,-30.6,77.705,458.805,90,

[2024-10-19 01:18:42] ,1,1.448,409.044,-24.015,70.917,444.239,-8.865,

[2024-10-19 01:19:07] ,1,-11.47,431.123,-6.864,51.539,483.719,-4.677,

[2024-10-19 01:19:30] ,2,26.23,442.723,-154.378,52.858,468.823,133.891,

[2024-10-19 01:19:55] ,2,11.005,441.405,103.536,18.651,483.455,-113.749,

[2024-10-19 01:20:20] ,2,-11.997,483.851,98.351,36.71,494.528,-95.29,

[2024-10-19 01:20:44] ,1,-1.649,402.387,56.31,11.401,470.867,-57.328,

[2024-10-19 01:21:15] ,1,32.36,465.857,-77.978,8.83,508.962,30.6,

[2024-10-19 01:21:39] ,2,1.053,423.412,-135,41.323,499.339,174.661,

[2024-10-19 01:22:05] ,2,20.496,495.451,170.538,5.733,495.978,18.104,

[2024-10-19 01:22:30] ,2,29.592,429.146,173.774,2.108,506.326,149.4,

[2024-10-19 01:22:55] ,2,19.903,413.262,45,38.819,479.567,128.741,

[2024-10-19 01:23:20] ,1,26.56,441.932,-37.694,-3.165,461.771,62.745,

[2024-10-19 01:23:50] ,1,59.58,448.853,-33.835,39.742,470.603,35.119,

[2024-10-19 01:24:13] ,1,37.501,404.562,77.758,30.119,435.869,-12.529,

[2024-10-19 01:24:35] ,1,67.292,424.664,-78.486,81.33,472.646,72.058,

[2024-10-19 01:24:58] ,1,73.882,414.251,-53.973,47.321,434.88,-28.652,

[2024-10-19 01:25:20] ,1,80.012,449.973,41.677,81.462,475.81,48.048,

[2024-10-19 01:25:42] ,1,17.267,511.796,-63.672,73.619,521.089,1.071,

[2024-10-19 01:26:04] ,1,59.053,498.812,-87.374,76.321,498.878,84.758,

[2024-10-19 01:26:27] ,1,48.639,436.857,21.705,64.326,517.86,-23.691,

[2024-10-19 01:26:49] ,2,46.201,461.112,148.595,84.296,469.944,-159.382,

[2024-10-19 01:27:12] ,2,59.712,414.91,16.598,21.88,423.148,-97.836,

[2024-10-19 01:27:34] ,1,57.273,474.426,-72.708,58.855,497.23,-48.323,

[2024-10-19 01:27:56] ,1,35.458,493.473,-45.374,59.844,508.896,77.125,

[2024-10-19 01:28:19] ,2,50.485,456.301,126.56,77.969,470.471,58.219,

[2024-10-19 01:28:40] ,2,-0.661,436.989,5.763,55.626,454.917,55.305,

[2024-10-19 01:29:02] ,2,46.86,408.253,-25.866,61.821,470.076,-151.348,

[2024-10-19 01:29:23] ,3,22.737,401.069,73.465,43.564,417.283,-6.809,

