[2024-11-08 10:02:34] ,4,40.579,403.906,-54.345,1.405,424.143,-3.576,

[2024-11-08 10:02:43] ,1,1.294,437.053,76.209,-5.503,481.81,68.199,

[2024-11-08 10:02:50] ,2,33.601,419.213,-32.981,30.696,431.847,-30.44,

[2024-11-08 10:03:01] ,2,21.21,434.322,140.782,24.859,451.908,-50.001,

[2024-11-08 10:03:12] ,2,59.735,467.907,8.13,26.723,468.119,-46.779,

[2024-11-08 10:03:22] ,2,27.571,483.593,90,17.685,497.961,-3.066,

[2024-11-08 10:03:33] ,2,31.397,514.277,-130.992,12.494,515.221,68.484,

[2024-11-08 10:04:50] ,1,42.73,406.743,-14.534,58.285,407.534,25.641,

[2024-11-08 10:04:57] ,1,15.626,413.383,-58.426,26.187,425.725,20.2,

[2024-11-08 10:05:08] ,1,-0.836,431.855,-24.528,9.89,449.922,-79.38,

[2024-11-08 10:05:19] ,1,-11.051,455.45,-3.039,67.117,472.784,-1.023,

[2024-11-08 10:05:30] ,1,86.955,486.625,-3.576,-1.511,513.035,55.176,

[2024-11-08 10:05:41] ,4,22.958,401.537,2.064,-6.582,408.712,-72.216,

[2024-11-08 10:05:53] ,2,32.053,410.5,-176.906,8.717,487.882,122.705,

[2024-11-08 10:06:00] ,2,80.544,406.009,-135.374,45.072,508.33,32.55,

[2024-11-08 10:06:11] ,4,86.362,429.746,-5.711,83.198,509.43,74.197,

[2024-11-08 10:06:24] ,1,77.201,431.13,-22.463,18.002,438.405,66.602,

[2024-11-08 10:06:31] ,1,83.521,411.627,47.203,-2.945,491.305,-14.899,

[2024-11-08 10:06:42] ,1,48.926,497.171,24.274,28.918,501.976,-80.287,

[2024-11-08 10:06:53] ,2,58.601,417.77,-105.524,66.486,478.77,138.621,

[2024-11-08 10:07:04] ,2,37.522,479.778,-75.231,71.796,508.177,-21.705,

[2024-11-08 10:07:16] ,1,35.603,432.22,86.961,40.687,457.164,-16.844,

[2024-11-08 10:07:24] ,1,2.594,464.613,-84.44,14.153,485.418,-41.8,

[2024-11-08 10:07:35] ,2,54.563,501.997,39.936,76.871,502.509,-160.105,

[2024-11-08 10:07:46] ,4,18.883,399.034,-44.63,-8.481,492.755,-50.782,

[2024-11-08 10:07:59] ,4,29.417,457.625,11.113,58.68,464.348,-2.01,

[2024-11-08 10:08:07] ,4,37.501,432.13,43.55,51.485,435.99,-118.163,

[2024-11-08 10:08:16] ,4,79.837,493.15,-34.695,46.948,511.539,8.276,

[2024-11-08 10:08:26] ,2,14.923,422.898,-47.175,40.489,511.736,162.372,

[2024-11-08 10:08:35] ,1,11.904,441.4,68.671,-5.871,463.822,-79.786,

[2024-11-08 10:08:45] ,4,-8.456,407.587,76.464,61.448,491.502,16.504,

[2024-11-08 10:09:03] ,1,-5.647,430.339,25.201,-10.78,508.635,57.724,

[2024-11-08 10:09:11] ,2,8.028,408.07,-33.261,36.798,463.359,11.211,

[2024-11-08 10:09:23] ,1,28.296,427.043,-23.806,38.973,497.171,18.273,

[2024-11-08 10:09:35] ,1,-5.186,425.989,-7.628,8.104,489.367,77.307,

[2024-11-08 10:09:45] ,4,85.505,504.486,-55.049,26.912,510.616,-41.379,

[2024-11-08 10:10:03] ,1,19.363,425.168,-73.496,-5.12,439.962,-25.201,

[2024-11-08 10:10:11] ,1,54.462,456.571,17.475,36.306,464.626,39.999,

[2024-11-08 10:10:21] ,2,1.194,420.704,61.595,58.559,442.022,-74.612,

[2024-11-08 10:10:32] ,2,16.063,452.891,-88.986,41.808,502.707,28.856,

[2024-11-08 10:10:43] ,1,-11.702,438.183,75.593,27.719,481.844,-66.342,

[2024-11-08 10:10:52] ,2,15.34,455.912,-100.125,31.566,472.353,120.619,

[2024-11-08 10:11:04] ,1,54.703,469.441,43.221,29.097,503.053,50.001,

[2024-11-08 10:11:13] ,2,24.657,467.119,129.289,-1.907,475.206,-135,

[2024-11-08 10:11:29] ,2,54.433,493.987,-148.861,18.542,501.784,156.602,

[2024-11-08 10:11:37] ,1,47.08,442.532,28.61,69.094,480.957,-3.066,

[2024-11-08 10:11:47] ,1,6.744,510.814,12.417,31.13,518.459,-9.211,

[2024-11-08 10:12:00] ,1,55.055,449.98,20.2,-1.299,476.291,67.264,

[2024-11-08 10:12:18] ,1,49.954,429.485,54.048,34.623,443.059,-19.075,

[2024-11-08 10:12:26] ,1,24.984,465.425,74.261,-4.935,483.269,89.493,

[2024-11-08 10:12:39] ,1,7.639,448.58,30.877,41.75,473.808,82.011,

[2024-11-08 10:12:48] ,2,54.875,451.423,-103.912,39.949,488.026,-109.242,

[2024-11-08 10:13:00] ,1,19.333,421.837,-17.14,62.371,493.018,-25.419,

[2024-11-08 10:13:10] ,1,53.539,441.807,19.722,11.998,488.778,-58.69,

[2024-11-08 10:13:19] ,2,17.948,459.998,20.674,61.712,505.277,-12.417,

[2024-11-08 10:13:38] ,1,-6.504,422.759,-1.521,49.812,440.67,76.701,

[2024-11-08 10:13:46] ,2,4.042,409.05,-158.295,7.289,443.199,79.38,

[2024-11-08 10:13:57] ,2,54.266,456.576,-71.405,11.556,476.059,-131.424,

[2024-11-08 10:14:07] ,2,21.969,482.143,-90,10.798,505.987,141.9,

[2024-11-08 10:14:19] ,2,71.467,399.889,170.538,43.809,510.642,-42.825,

[2024-11-08 10:14:29] ,1,50.435,439.234,-71.887,20.489,470.894,-82.999,

[2024-11-08 10:14:42] ,1,-5.009,439.278,86.455,62.005,471.856,-41.042,

[2024-11-08 10:14:52] ,4,86.986,508.209,25.396,24.737,517.866,54.162,

[2024-11-08 10:15:11] ,1,25.923,452.616,26.565,-2.857,473.455,-43.568,

[2024-11-08 10:15:18] ,1,69.587,496.575,37.381,28.125,501.364,-77.196,

[2024-11-08 10:15:29] ,4,71.269,510.748,-16.65,24.605,517.998,-68.484,

[2024-11-08 10:15:42] ,4,-6.504,455.714,10.713,43.774,476.459,60.141,

[2024-11-08 10:15:52] ,1,53.267,449.883,86.961,74.405,480.476,41.76,

[2024-11-08 10:16:08] ,1,68.003,399.191,52.815,8.194,407.6,-23.131,

[2024-11-08 10:16:18] ,1,33.108,408.128,16.65,-4.658,429.152,20.2,

[2024-11-08 10:16:27] ,1,22.562,447.08,-27.013,40.061,449.228,-69.503,

[2024-11-08 10:16:39] ,1,38.099,451.881,44.644,84.253,505.673,-28.195,

[2024-11-08 10:16:48] ,2,75.839,401.982,-111.114,30.142,408.655,-150.446,

[2024-11-08 10:17:00] ,2,26.549,431.667,-33.13,82.295,452.208,51.499,

[2024-11-08 10:17:11] ,2,71.923,468.662,-49.343,-8.679,474.3,24.066,

[2024-11-08 10:17:21] ,2,33.782,491.526,-92.027,31.756,507.745,-39.218,

[2024-11-08 10:17:33] ,1,11.948,487.022,84.44,36.733,497.698,-16.991,

[2024-11-08 10:17:41] ,2,43.976,480.255,116.792,25.217,500.522,135.365,

[2024-11-08 10:17:54] ,2,-6.335,481.662,65.472,63.589,484.565,-94.086,

[2024-11-08 10:18:04] ,2,10.567,466.655,0,61.798,489.646,-54.758,

